date,campaign_id,platform,impressions,clicks,conversions,spend,ctr,conversion_rate,cost_per_click,cost_per_conversion
2023-09-29,CAMP_010,Facebook Ads,58154,613,13,408.1,1.05,2.12,0.67,31.39
2023-07-06,CAMP_006,LinkedIn Ads,6477,757,47,90.43,11.69,6.21,0.12,1.92
2023-10-26,CAMP_006,Facebook Ads,7477,21,11,356.77,0.28,52.38,16.99,32.43
2023-08-10,CAMP_007,LinkedIn Ads,83419,795,5,553.63,0.95,0.63,0.7,110.73
2023-01-29,CAMP_008,Facebook Ads,19204,570,43,697.48,2.97,7.54,1.22,16.22
2023-05-29,CAMP_007,Google Ads,69082,303,45,914.57,0.44,14.85,3.02,20.32
2023-12-04,CAMP_008,LinkedIn Ads,91852,475,28,635.8,0.52,5.89,1.34,22.71
2023-10-27,CAMP_003,Instagram Ads,96312,790,6,344.51,0.82,0.76,0.44,57.42
2023-08-05,CAMP_004,LinkedIn Ads,4791,995,27,666.8,20.77,2.71,0.67,24.7
2023-09-29,CAMP_007,Google Ads,82699,674,38,113.89,0.82,5.64,0.17,3.0
2023-05-13,CAMP_009,Facebook Ads,75509,372,43,588.51,0.49,11.56,1.58,13.69
2023-11-01,CAMP_003,Google Ads,18796,850,46,604.91,4.52,5.41,0.71,13.15
2023-04-28,CAMP_002,LinkedIn Ads,84510,64,7,574.24,0.08,10.94,8.97,82.03
2023-02-16,CAMP_001,Google Ads,47413,219,13,986.15,0.46,5.94,4.5,75.86
2023-10-09,CAMP_002,Instagram Ads,82283,520,42,820.12,0.63,8.08,1.58,19.53
2023-12-03,CAMP_006,LinkedIn Ads,51994,670,11,532.66,1.29,1.64,0.8,48.42
2023-11-21,CAMP_002,Instagram Ads,45285,31,34,693.01,0.07,109.68,22.36,20.38
2023-05-04,CAMP_004,Google Ads,47097,974,32,954.61,2.07,3.29,0.98,29.83
2023-06-21,CAMP_001,Facebook Ads,86261,308,45,199.86,0.36,14.61,0.65,4.44
2023-11-06,CAMP_002,Facebook Ads,19885,569,23,756.47,2.86,4.04,1.33,32.89
2023-04-18,CAMP_009,Instagram Ads,30271,687,12,84.35,2.27,1.75,0.12,7.03
2023-09-11,CAMP_008,Instagram Ads,67873,419,22,233.29,0.62,5.25,0.56,10.6
2023-06-26,CAMP_006,Google Ads,95062,268,4,160.21,0.28,1.49,0.6,40.05
2023-10-07,CAMP_001,Instagram Ads,39647,513,26,495.27,1.29,5.07,0.97,19.05
2023-04-02,CAMP_003,LinkedIn Ads,11520,467,20,60.2,4.05,4.28,0.13,3.01
2023-09-21,CAMP_006,LinkedIn Ads,48391,396,20,892.3,0.82,5.05,2.25,44.61
2023-10-14,CAMP_008,Facebook Ads,40839,821,17,598.26,2.01,2.07,0.73,35.19
2023-04-13,CAMP_004,Google Ads,43666,649,47,945.8,1.49,7.24,1.46,20.12
2023-08-28,CAMP_005,Facebook Ads,8130,11,15,417.8,0.14,136.36,37.98,27.85
2023-12-04,CAMP_002,Instagram Ads,14912,301,38,275.49,2.02,12.62,0.92,7.25
2023-04-10,CAMP_005,Facebook Ads,1134,15,49,626.77,1.32,326.67,41.78,12.79
2023-08-11,CAMP_010,Google Ads,22152,868,1,735.29,3.92,0.12,0.85,735.29
2023-11-30,CAMP_001,Facebook Ads,92588,411,26,142.42,0.44,6.33,0.35,5.48
2023-07-03,CAMP_003,Instagram Ads,22430,229,1,551.62,1.02,0.44,2.41,551.62
2023-09-25,CAMP_009,Instagram Ads,94481,404,2,497.52,0.43,0.5,1.23,248.76
2023-05-16,CAMP_010,Facebook Ads,46916,185,31,370.81,0.39,16.76,2.0,11.96
2023-07-26,CAMP_006,LinkedIn Ads,25678,142,48,410.2,0.55,33.8,2.89,8.55
2023-09-02,CAMP_010,Instagram Ads,99286,513,50,375.89,0.52,9.75,0.73,7.52
2023-09-25,CAMP_008,Facebook Ads,55484,66,38,997.49,0.12,57.58,15.11,26.25
2023-09-15,CAMP_008,Facebook Ads,69459,561,44,822.76,0.81,7.84,1.47,18.7
2023-06-23,CAMP_008,Instagram Ads,59526,917,18,784.18,1.54,1.96,0.86,43.57
2023-01-11,CAMP_002,LinkedIn Ads,43642,661,36,178.57,1.51,5.45,0.27,4.96
2023-04-25,CAMP_004,Google Ads,33104,722,12,381.15,2.18,1.66,0.53,31.76
2023-09-04,CAMP_001,Google Ads,2661,184,23,833.43,6.91,12.5,4.53,36.24
2023-10-30,CAMP_009,Instagram Ads,55564,950,37,543.3,1.71,3.89,0.57,14.68
2023-01-30,CAMP_003,Google Ads,7534,298,41,402.42,3.96,13.76,1.35,9.82
2023-06-09,CAMP_009,Google Ads,19549,146,3,593.56,0.75,2.05,4.07,197.85
2023-10-21,CAMP_006,Instagram Ads,79715,422,50,879.92,0.53,11.85,2.09,17.6
2023-10-02,CAMP_009,Google Ads,72672,657,32,490.16,0.9,4.87,0.75,15.32
2023-07-29,CAMP_009,LinkedIn Ads,81664,831,41,952.52,1.02,4.93,1.15,23.23
2023-09-16,CAMP_004,Facebook Ads,29998,486,42,864.28,1.62,8.64,1.78,20.58
2023-12-23,CAMP_009,Google Ads,68859,516,15,304.11,0.75,2.91,0.59,20.27
2023-04-02,CAMP_005,Facebook Ads,35854,699,5,280.53,1.95,0.72,0.4,56.11
2023-05-30,CAMP_008,LinkedIn Ads,69466,663,32,333.06,0.95,4.83,0.5,10.41
2023-05-01,CAMP_010,Facebook Ads,31071,827,27,268.91,2.66,3.26,0.33,9.96
2023-04-29,CAMP_010,Facebook Ads,83757,978,12,211.88,1.17,1.23,0.22,17.66
2023-06-04,CAMP_002,Instagram Ads,20653,458,42,347.92,2.22,9.17,0.76,8.28
2023-02-24,CAMP_008,LinkedIn Ads,61280,487,48,457.95,0.79,9.86,0.94,9.54
2023-02-07,CAMP_008,Google Ads,79947,687,34,243.08,0.86,4.95,0.35,7.15
2023-08-10,CAMP_002,LinkedIn Ads,10135,548,39,662.66,5.41,7.12,1.21,16.99
2023-07-30,CAMP_005,Instagram Ads,96322,763,46,539.81,0.79,6.03,0.71,11.73
2023-02-25,CAMP_008,LinkedIn Ads,78344,501,11,968.96,0.64,2.2,1.93,88.09
2023-08-01,CAMP_005,LinkedIn Ads,90248,905,36,674.04,1.0,3.98,0.74,18.72
2023-11-12,CAMP_003,Google Ads,28457,607,38,260.23,2.13,6.26,0.43,6.85
2023-01-22,CAMP_009,Instagram Ads,18227,489,36,404.48,2.68,7.36,0.83,11.24
2023-01-03,CAMP_003,Facebook Ads,77881,470,40,965.28,0.6,8.51,2.05,24.13
2023-02-14,CAMP_002,Instagram Ads,64166,82,36,54.31,0.13,43.9,0.66,1.51
2023-11-14,CAMP_009,Google Ads,2658,358,25,504.36,13.47,6.98,1.41,20.17
2023-02-06,CAMP_005,Instagram Ads,73751,502,24,149.04,0.68,4.78,0.3,6.21
2023-05-29,CAMP_006,LinkedIn Ads,82567,936,35,992.62,1.13,3.74,1.06,28.36
2023-07-10,CAMP_007,LinkedIn Ads,28041,726,26,59.85,2.59,3.58,0.08,2.3
2023-04-22,CAMP_007,LinkedIn Ads,24089,919,8,569.58,3.82,0.87,0.62,71.2
2023-08-10,CAMP_003,LinkedIn Ads,45631,437,11,430.42,0.96,2.52,0.98,39.13
2023-11-28,CAMP_007,Instagram Ads,17559,255,9,443.33,1.45,3.53,1.74,49.26
2023-07-23,CAMP_010,Instagram Ads,97251,311,26,139.49,0.32,8.36,0.45,5.37
2023-12-04,CAMP_008,Google Ads,43818,692,7,203.76,1.58,1.01,0.29,29.11
2023-04-13,CAMP_004,LinkedIn Ads,49753,42,11,968.14,0.08,26.19,23.05,88.01
2023-09-16,CAMP_003,Google Ads,75852,737,37,802.32,0.97,5.02,1.09,21.68
2023-09-23,CAMP_007,Facebook Ads,38248,751,46,177.55,1.96,6.13,0.24,3.86
2023-09-12,CAMP_003,Google Ads,7650,211,36,279.08,2.76,17.06,1.32,7.75
2023-09-06,CAMP_002,Google Ads,54882,692,8,972.51,1.26,1.16,1.41,121.56
2023-09-23,CAMP_008,LinkedIn Ads,93761,216,43,870.53,0.23,19.91,4.03,20.24
2023-11-15,CAMP_007,Instagram Ads,13422,995,47,169.35,7.41,4.72,0.17,3.6
2023-02-12,CAMP_009,Google Ads,81840,175,12,672.87,0.21,6.86,3.84,56.07
2023-12-18,CAMP_009,Facebook Ads,77867,778,33,396.78,1.0,4.24,0.51,12.02
2023-03-16,CAMP_003,Facebook Ads,30580,460,27,833.44,1.5,5.87,1.81,30.87
2023-12-11,CAMP_004,Facebook Ads,41721,210,33,911.61,0.5,15.71,4.34,27.62
2023-11-01,CAMP_001,Google Ads,4517,892,43,268.1,19.75,4.82,0.3,6.23
2023-06-11,CAMP_002,Google Ads,41321,510,23,216.5,1.23,4.51,0.42,9.41
2023-05-14,CAMP_008,Instagram Ads,79896,988,0,706.8,1.24,0.0,0.72,
2023-06-01,CAMP_006,Facebook Ads,98398,603,0,678.87,0.61,0.0,1.13,
2023-10-11,CAMP_004,Google Ads,29119,341,3,51.99,1.17,0.88,0.15,17.33
2023-02-23,CAMP_006,Google Ads,10171,736,36,671.64,7.24,4.89,0.91,18.66
2023-04-27,CAMP_008,Facebook Ads,69552,442,13,307.97,0.64,2.94,0.7,23.69
2023-12-03,CAMP_001,Facebook Ads,54474,484,12,523.08,0.89,2.48,1.08,43.59
2023-03-06,CAMP_007,Instagram Ads,17893,184,25,462.14,1.03,13.59,2.51,18.49
2023-02-14,CAMP_008,Instagram Ads,64122,796,23,286.27,1.24,2.89,0.36,12.45
2023-10-24,CAMP_007,Google Ads,91346,673,18,291.48,0.74,2.67,0.43,16.19
2023-04-07,CAMP_002,Instagram Ads,52867,206,27,285.11,0.39,13.11,1.38,10.56
2023-05-12,CAMP_008,Google Ads,92262,912,45,69.34,0.99,4.93,0.08,1.54
2023-10-14,CAMP_009,LinkedIn Ads,52410,331,21,834.56,0.63,6.34,2.52,39.74
2023-07-12,CAMP_003,Facebook Ads,20582,678,31,887.03,3.29,4.57,1.31,28.61
2023-08-08,CAMP_009,Google Ads,8062,228,7,664.92,2.83,3.07,2.92,94.99
2023-08-03,CAMP_005,LinkedIn Ads,73052,762,10,434.45,1.04,1.31,0.57,43.45
2023-06-05,CAMP_003,Facebook Ads,31917,304,48,522.68,0.95,15.79,1.72,10.89
2023-10-31,CAMP_009,Instagram Ads,47473,618,16,238.6,1.3,2.59,0.39,14.91
2023-04-03,CAMP_001,Facebook Ads,83869,91,37,964.98,0.11,40.66,10.6,26.08
2023-11-18,CAMP_010,Google Ads,63221,183,16,334.66,0.29,8.74,1.83,20.92
2023-06-24,CAMP_007,Facebook Ads,7692,221,38,113.26,2.87,17.19,0.51,2.98
2023-08-27,CAMP_004,Facebook Ads,96963,669,10,668.5,0.69,1.49,1.0,66.85
2023-06-28,CAMP_010,Facebook Ads,76349,456,18,302.79,0.6,3.95,0.66,16.82
2023-12-20,CAMP_002,Google Ads,27576,659,34,243.88,2.39,5.16,0.37,7.17
2023-12-13,CAMP_004,Instagram Ads,21227,188,18,797.53,0.89,9.57,4.24,44.31
2023-10-29,CAMP_009,Facebook Ads,86791,710,17,696.81,0.82,2.39,0.98,40.99
2023-12-13,CAMP_004,Facebook Ads,59924,753,17,555.15,1.26,2.26,0.74,32.66
2023-04-04,CAMP_007,Google Ads,45974,734,2,335.14,1.6,0.27,0.46,167.57
2023-11-29,CAMP_004,Google Ads,63488,739,44,636.4,1.16,5.95,0.86,14.46
2023-05-02,CAMP_001,Google Ads,57583,748,32,362.14,1.3,4.28,0.48,11.32
2023-03-13,CAMP_002,Facebook Ads,94976,310,30,636.61,0.33,9.68,2.05,21.22
2023-01-10,CAMP_001,Instagram Ads,83504,754,15,525.02,0.9,1.99,0.7,35.0
2023-03-20,CAMP_006,Instagram Ads,19213,69,38,514.49,0.36,55.07,7.46,13.54
2023-03-25,CAMP_007,Instagram Ads,22928,14,40,396.67,0.06,285.71,28.33,9.92
2023-06-19,CAMP_010,Google Ads,89870,442,6,607.63,0.49,1.36,1.37,101.27
2023-02-04,CAMP_009,Instagram Ads,23289,556,28,999.25,2.39,5.04,1.8,35.69
2023-09-01,CAMP_006,Instagram Ads,71951,457,4,756.87,0.64,0.88,1.66,189.22
2023-07-12,CAMP_002,Google Ads,47916,402,33,579.61,0.84,8.21,1.44,17.56
2023-10-22,CAMP_009,Google Ads,93493,162,46,264.04,0.17,28.4,1.63,5.74
2023-08-17,CAMP_009,Facebook Ads,10600,19,17,546.33,0.18,89.47,28.75,32.14
2023-07-17,CAMP_003,Facebook Ads,49061,580,42,83.47,1.18,7.24,0.14,1.99
2023-11-23,CAMP_008,Facebook Ads,75462,150,19,210.01,0.2,12.67,1.4,11.05
2023-12-15,CAMP_010,Google Ads,27339,908,2,186.82,3.32,0.22,0.21,93.41
2023-03-14,CAMP_002,Google Ads,52764,446,6,333.3,0.85,1.35,0.75,55.55
2023-02-28,CAMP_007,Facebook Ads,36548,964,15,163.04,2.64,1.56,0.17,10.87
2023-09-16,CAMP_007,Facebook Ads,66111,721,16,705.29,1.09,2.22,0.98,44.08
2023-12-23,CAMP_009,Facebook Ads,65486,970,24,678.27,1.48,2.47,0.7,28.26
2023-01-05,CAMP_005,Google Ads,39039,78,28,93.7,0.2,35.9,1.2,3.35
2023-01-08,CAMP_006,Facebook Ads,29201,89,49,721.92,0.3,55.06,8.11,14.73
2023-07-11,CAMP_004,Google Ads,28038,378,16,418.97,1.35,4.23,1.11,26.19
2023-04-24,CAMP_005,Instagram Ads,68466,216,43,205.0,0.32,19.91,0.95,4.77
2023-08-13,CAMP_003,Instagram Ads,73100,630,16,697.49,0.86,2.54,1.11,43.59
2023-01-21,CAMP_009,Facebook Ads,5433,989,23,162.88,18.2,2.33,0.16,7.08
2023-09-28,CAMP_003,Google Ads,24031,23,20,567.43,0.1,86.96,24.67,28.37
2023-01-14,CAMP_009,Instagram Ads,76181,522,31,561.69,0.69,5.94,1.08,18.12
2023-04-21,CAMP_001,Google Ads,98706,400,0,83.08,0.41,0.0,0.21,
2023-06-06,CAMP_003,LinkedIn Ads,71812,194,16,376.56,0.27,8.25,1.94,23.54
2023-06-18,CAMP_008,Google Ads,29943,10,14,524.96,0.03,140.0,52.5,37.5
2023-04-18,CAMP_010,Google Ads,41399,64,49,619.57,0.15,76.56,9.68,12.64
2023-08-04,CAMP_002,LinkedIn Ads,72225,54,4,971.12,0.07,7.41,17.98,242.78
2023-04-04,CAMP_003,Instagram Ads,14534,200,26,338.17,1.38,13.0,1.69,13.01
2023-08-17,CAMP_005,Google Ads,31860,178,25,723.26,0.56,14.04,4.06,28.93
2023-08-27,CAMP_004,Google Ads,3494,215,41,890.45,6.15,19.07,4.14,21.72
2023-07-11,CAMP_001,Facebook Ads,60710,646,42,790.16,1.06,6.5,1.22,18.81
2023-09-21,CAMP_004,LinkedIn Ads,37720,725,8,642.17,1.92,1.1,0.89,80.27
2023-03-09,CAMP_004,Google Ads,80615,852,17,806.7,1.06,2.0,0.95,47.45
2023-05-03,CAMP_008,Instagram Ads,60124,114,24,672.45,0.19,21.05,5.9,28.02
2023-02-21,CAMP_009,Facebook Ads,13073,269,0,786.51,2.06,0.0,2.92,
2023-01-16,CAMP_003,Google Ads,64379,354,47,811.94,0.55,13.28,2.29,17.28
2023-02-22,CAMP_008,Google Ads,1983,308,24,378.32,15.53,7.79,1.23,15.76
2023-02-07,CAMP_002,Instagram Ads,77157,140,14,860.08,0.18,10.0,6.14,61.43
2023-01-30,CAMP_003,Instagram Ads,86740,617,15,571.79,0.71,2.43,0.93,38.12
2023-10-16,CAMP_004,Google Ads,51862,842,14,446.19,1.62,1.66,0.53,31.87
2023-08-23,CAMP_008,LinkedIn Ads,84835,433,50,826.72,0.51,11.55,1.91,16.53
2023-12-18,CAMP_010,Instagram Ads,69993,839,35,825.5,1.2,4.17,0.98,23.59
2023-04-06,CAMP_003,Google Ads,60814,136,30,510.75,0.22,22.06,3.76,17.02
2023-04-18,CAMP_003,LinkedIn Ads,63454,167,44,331.59,0.26,26.35,1.99,7.54
2023-10-20,CAMP_004,Facebook Ads,41789,927,23,928.15,2.22,2.48,1.0,40.35
2023-04-02,CAMP_006,Instagram Ads,25934,415,10,806.13,1.6,2.41,1.94,80.61
2023-07-19,CAMP_008,LinkedIn Ads,36805,522,11,438.94,1.42,2.11,0.84,39.9
2023-04-21,CAMP_002,Google Ads,47790,504,9,695.35,1.05,1.79,1.38,77.26
2023-05-24,CAMP_001,LinkedIn Ads,32025,460,21,54.21,1.44,4.57,0.12,2.58
2023-07-17,CAMP_003,Google Ads,84686,890,4,671.14,1.05,0.45,0.75,167.78
2023-02-09,CAMP_007,Google Ads,69651,902,0,619.23,1.3,0.0,0.69,
2023-12-21,CAMP_008,LinkedIn Ads,1141,668,3,968.05,58.55,0.45,1.45,322.68
2023-12-26,CAMP_001,LinkedIn Ads,7060,702,0,279.21,9.94,0.0,0.4,
2023-11-13,CAMP_007,Google Ads,45500,548,5,427.65,1.2,0.91,0.78,85.53
2023-12-14,CAMP_008,Facebook Ads,13710,830,44,559.82,6.05,5.3,0.67,12.72
2023-12-25,CAMP_005,LinkedIn Ads,16113,132,13,52.02,0.82,9.85,0.39,4.0
2023-07-15,CAMP_002,LinkedIn Ads,3436,784,21,946.95,22.82,2.68,1.21,45.09
2023-06-27,CAMP_008,Instagram Ads,64211,485,6,713.15,0.76,1.24,1.47,118.86
2023-07-06,CAMP_002,Google Ads,43711,375,44,990.08,0.86,11.73,2.64,22.5
2023-06-19,CAMP_002,Google Ads,21400,97,5,281.01,0.45,5.15,2.9,56.2
2023-10-24,CAMP_004,Instagram Ads,71210,80,5,759.51,0.11,6.25,9.49,151.9
2023-06-29,CAMP_006,Google Ads,23871,592,22,642.32,2.48,3.72,1.09,29.2
2023-10-26,CAMP_005,Google Ads,90896,147,10,365.69,0.16,6.8,2.49,36.57
2023-05-01,CAMP_010,LinkedIn Ads,59379,424,40,247.68,0.71,9.43,0.58,6.19
2023-01-16,CAMP_002,Google Ads,54073,657,30,223.18,1.22,4.57,0.34,7.44
2023-09-11,CAMP_002,Facebook Ads,44721,929,16,726.6,2.08,1.72,0.78,45.41
2023-02-19,CAMP_006,Facebook Ads,46332,292,39,153.29,0.63,13.36,0.52,3.93
2023-05-12,CAMP_001,Google Ads,51343,101,8,516.16,0.2,7.92,5.11,64.52
2023-05-22,CAMP_003,Instagram Ads,22820,159,12,598.21,0.7,7.55,3.76,49.85
2023-03-10,CAMP_003,Facebook Ads,56036,701,12,293.2,1.25,1.71,0.42,24.43
2023-05-14,CAMP_002,Facebook Ads,44975,421,5,500.31,0.94,1.19,1.19,100.06
2023-05-04,CAMP_004,LinkedIn Ads,45547,353,34,999.9,0.78,9.63,2.83,29.41
2023-04-29,CAMP_009,Facebook Ads,70606,857,40,332.93,1.21,4.67,0.39,8.32
2023-03-18,CAMP_008,Facebook Ads,62257,570,2,887.88,0.92,0.35,1.56,443.94
2023-07-03,CAMP_005,Google Ads,1556,530,34,867.59,34.06,6.42,1.64,25.52
2023-05-23,CAMP_008,LinkedIn Ads,1983,85,39,158.34,4.29,45.88,1.86,4.06
2023-02-01,CAMP_001,LinkedIn Ads,49568,772,35,288.34,1.56,4.53,0.37,8.24
2023-03-28,CAMP_010,Instagram Ads,53788,216,48,556.92,0.4,22.22,2.58,11.6
2023-10-02,CAMP_005,Google Ads,58987,969,11,412.73,1.64,1.14,0.43,37.52
2023-09-16,CAMP_001,Facebook Ads,64576,800,7,113.02,1.24,0.88,0.14,16.15
2023-11-15,CAMP_008,Google Ads,59710,640,22,674.78,1.07,3.44,1.05,30.67
2023-06-07,CAMP_003,Facebook Ads,18737,316,31,307.84,1.69,9.81,0.97,9.93
2023-12-07,CAMP_004,LinkedIn Ads,85010,122,19,428.2,0.14,15.57,3.51,22.54
2023-09-17,CAMP_009,Google Ads,4159,771,1,432.64,18.54,0.13,0.56,432.64
2023-04-10,CAMP_008,Google Ads,11411,72,24,920.16,0.63,33.33,12.78,38.34
2023-12-29,CAMP_008,Google Ads,69528,461,49,978.63,0.66,10.63,2.12,19.97
2023-01-28,CAMP_007,Google Ads,35957,999,46,674.35,2.78,4.6,0.68,14.66
2023-05-21,CAMP_003,LinkedIn Ads,74430,258,23,675.79,0.35,8.91,2.62,29.38
2023-08-18,CAMP_004,Facebook Ads,81842,784,49,270.43,0.96,6.25,0.34,5.52
2023-05-15,CAMP_001,LinkedIn Ads,93335,359,13,197.95,0.38,3.62,0.55,15.23
2023-08-22,CAMP_010,Instagram Ads,98672,879,10,310.92,0.89,1.14,0.35,31.09
2023-08-21,CAMP_008,LinkedIn Ads,57737,396,40,423.28,0.69,10.1,1.07,10.58
2023-09-01,CAMP_009,Facebook Ads,97896,382,44,687.53,0.39,11.52,1.8,15.63
2023-01-11,CAMP_004,LinkedIn Ads,84621,983,8,233.8,1.16,0.81,0.24,29.23
2023-09-27,CAMP_009,Facebook Ads,6312,182,26,134.84,2.88,14.29,0.74,5.19
2023-10-26,CAMP_003,LinkedIn Ads,2578,834,0,744.32,32.35,0.0,0.89,
2023-10-23,CAMP_005,Instagram Ads,42494,183,47,110.83,0.43,25.68,0.61,2.36
2023-10-11,CAMP_004,Facebook Ads,44936,207,1,250.03,0.46,0.48,1.21,250.03
2023-05-02,CAMP_001,Instagram Ads,18831,820,26,168.61,4.35,3.17,0.21,6.49
2023-03-07,CAMP_004,Facebook Ads,40726,348,21,819.31,0.85,6.03,2.35,39.01
2023-08-04,CAMP_005,Instagram Ads,62610,231,44,788.08,0.37,19.05,3.41,17.91
2023-01-02,CAMP_010,Google Ads,23792,78,5,995.53,0.33,6.41,12.76,199.11
2023-08-29,CAMP_006,Instagram Ads,94327,17,2,414.39,0.02,11.76,24.38,207.19
2023-01-22,CAMP_007,LinkedIn Ads,20169,379,19,185.94,1.88,5.01,0.49,9.79
2023-12-12,CAMP_007,Instagram Ads,43128,511,33,776.18,1.18,6.46,1.52,23.52
2023-02-13,CAMP_008,Instagram Ads,63833,596,42,462.9,0.93,7.05,0.78,11.02
2023-11-18,CAMP_002,Facebook Ads,25987,372,40,250.5,1.43,10.75,0.67,6.26
2023-02-20,CAMP_001,LinkedIn Ads,50371,597,7,479.79,1.19,1.17,0.8,68.54
2023-08-01,CAMP_005,Facebook Ads,36641,659,11,163.97,1.8,1.67,0.25,14.91
2023-11-13,CAMP_008,LinkedIn Ads,56311,702,35,543.96,1.25,4.99,0.77,15.54
2023-12-23,CAMP_005,Instagram Ads,67792,544,1,995.18,0.8,0.18,1.83,995.18
2023-06-14,CAMP_010,LinkedIn Ads,91331,156,5,599.08,0.17,3.21,3.84,119.82
2023-04-01,CAMP_004,LinkedIn Ads,31865,893,14,180.61,2.8,1.57,0.2,12.9
2023-10-24,CAMP_008,Facebook Ads,70989,469,23,992.27,0.66,4.9,2.12,43.14
2023-10-19,CAMP_005,Facebook Ads,9779,838,41,584.42,8.57,4.89,0.7,14.25
2023-12-15,CAMP_006,Instagram Ads,98859,232,37,890.49,0.23,15.95,3.84,24.07
2023-12-25,CAMP_001,Instagram Ads,96016,403,48,845.24,0.42,11.91,2.1,17.61
2023-03-08,CAMP_005,Google Ads,37230,192,17,336.42,0.52,8.85,1.75,19.79
2023-06-23,CAMP_010,Facebook Ads,68602,739,43,627.0,1.08,5.82,0.85,14.58
2023-07-21,CAMP_010,Instagram Ads,68367,903,32,629.02,1.32,3.54,0.7,19.66
2023-12-27,CAMP_005,Facebook Ads,88818,620,20,992.7,0.7,3.23,1.6,49.64
2023-02-05,CAMP_008,Facebook Ads,82453,442,25,354.0,0.54,5.66,0.8,14.16
2023-03-08,CAMP_007,Facebook Ads,54127,783,16,482.51,1.45,2.04,0.62,30.16
2023-03-28,CAMP_008,LinkedIn Ads,19410,786,5,62.22,4.05,0.64,0.08,12.44
2023-11-19,CAMP_008,Facebook Ads,69679,950,25,201.63,1.36,2.63,0.21,8.07
2023-02-27,CAMP_003,Google Ads,80378,631,50,141.8,0.79,7.92,0.22,2.84
2023-09-29,CAMP_004,Facebook Ads,49756,197,50,992.78,0.4,25.38,5.04,19.86
2023-12-07,CAMP_007,Instagram Ads,71075,584,48,941.16,0.82,8.22,1.61,19.61
2023-06-28,CAMP_008,LinkedIn Ads,16845,150,21,771.45,0.89,14.0,5.14,36.74
2023-08-29,CAMP_004,Facebook Ads,46100,868,38,758.39,1.88,4.38,0.87,19.96
2023-08-25,CAMP_004,Facebook Ads,55016,517,28,120.98,0.94,5.42,0.23,4.32
2023-08-06,CAMP_010,Google Ads,45572,276,30,472.64,0.61,10.87,1.71,15.75
2023-12-02,CAMP_008,LinkedIn Ads,86567,946,21,864.36,1.09,2.22,0.91,41.16
2023-06-26,CAMP_007,LinkedIn Ads,66038,821,26,207.3,1.24,3.17,0.25,7.97
2023-01-16,CAMP_006,LinkedIn Ads,33291,980,20,333.53,2.94,2.04,0.34,16.68
2023-01-27,CAMP_009,Facebook Ads,88991,745,10,487.24,0.84,1.34,0.65,48.72
2023-06-18,CAMP_003,Facebook Ads,65599,246,43,727.8,0.38,17.48,2.96,16.93
2023-03-14,CAMP_003,Facebook Ads,86248,78,2,706.48,0.09,2.56,9.06,353.24
2023-07-25,CAMP_001,LinkedIn Ads,60073,716,39,120.84,1.19,5.45,0.17,3.1
2023-08-15,CAMP_008,Google Ads,44283,749,14,680.6,1.69,1.87,0.91,48.61
2023-07-21,CAMP_010,Facebook Ads,10217,409,34,178.76,4.0,8.31,0.44,5.26
2023-11-19,CAMP_010,Instagram Ads,16906,616,27,654.97,3.64,4.38,1.06,24.26
2023-09-19,CAMP_007,Google Ads,99450,866,20,723.35,0.87,2.31,0.84,36.17
2023-01-19,CAMP_003,Facebook Ads,53595,469,12,703.47,0.88,2.56,1.5,58.62
2023-01-31,CAMP_008,Instagram Ads,7931,412,33,950.11,5.19,8.01,2.31,28.79
2023-02-02,CAMP_010,Google Ads,1904,669,2,999.47,35.14,0.3,1.49,499.74
2023-10-09,CAMP_010,Facebook Ads,31447,311,43,54.56,0.99,13.83,0.18,1.27
2023-06-13,CAMP_010,LinkedIn Ads,71016,555,40,380.15,0.78,7.21,0.68,9.5
2023-04-22,CAMP_007,Instagram Ads,2320,697,0,899.52,30.04,0.0,1.29,
2023-02-01,CAMP_003,Instagram Ads,71246,295,12,539.48,0.41,4.07,1.83,44.96
2023-02-02,CAMP_010,LinkedIn Ads,72884,433,0,859.99,0.59,0.0,1.99,
2023-12-06,CAMP_005,Facebook Ads,90352,578,23,667.52,0.64,3.98,1.15,29.02
2023-08-20,CAMP_006,Google Ads,94181,517,6,680.95,0.55,1.16,1.32,113.49
2023-05-20,CAMP_009,LinkedIn Ads,58432,212,10,219.0,0.36,4.72,1.03,21.9
2023-02-08,CAMP_009,Instagram Ads,67792,75,7,447.99,0.11,9.33,5.97,64.0
2023-01-08,CAMP_007,Instagram Ads,29451,337,32,860.01,1.14,9.5,2.55,26.88
2023-12-24,CAMP_001,Instagram Ads,46403,516,21,811.99,1.11,4.07,1.57,38.67
2023-11-01,CAMP_008,Instagram Ads,36152,701,33,490.32,1.94,4.71,0.7,14.86
2023-12-19,CAMP_004,LinkedIn Ads,28071,993,16,705.05,3.54,1.61,0.71,44.07
2023-04-17,CAMP_005,Instagram Ads,93514,449,39,805.31,0.48,8.69,1.79,20.65
2023-10-01,CAMP_010,Facebook Ads,35540,790,0,424.22,2.22,0.0,0.54,
2023-01-12,CAMP_009,Facebook Ads,82699,960,17,622.8,1.16,1.77,0.65,36.64
2023-03-04,CAMP_006,LinkedIn Ads,29665,18,3,779.15,0.06,16.67,43.29,259.72
2023-04-02,CAMP_009,Google Ads,58092,839,49,874.9,1.44,5.84,1.04,17.86
